,director_name,duration,director_facebook_likes,actor_1_facebook_likes,gross,actor_1_name,movie_title,facenumber_in_poster,plot_keywords,language,content_rating,budget,title_year,imdb_score,movie_facebook_likes,genre
2226,Robert Rodriguez,108.0,0.0,16000.0,25753840.0,Quentin Tarantino,From Dusk Till Dawn,2.0,brother|human versus vampire|rapist|stripper|vampire,English,R,19000000.0,1996.0,7.3,12000,Crime
2227,Frank Nissen,68.0,0.0,304.0,18081626.0,Kath Soucie,Pooh's Heffalump Movie,0.0,creature|forest|mother son relationship|rabbit|winnie the pooh,English,G,20000000.0,2005.0,6.4,264,Animation
2228,Jodie Foster,103.0,0.0,21000.0,17518220.0,Robert Downey Jr.,Home for the Holidays,1.0,dinner|gay interest|gay sibling|homosexual|thanksgiving,English,PG-13,20000000.0,1995.0,6.6,0,Comedy
2229,Stephen Chow,99.0,0.0,264.0,17104669.0,Shengyi Huang,Kung Fu Hustle,1.0,1940s|axe|china|gang|sign language,Cantonese,R,20000000.0,2004.0,7.8,0,Action
2230,,30.0,,909.0,,Leah Remini,Fired Up,2.0,sitcom,English,,,,6.7,4,Comedy
2231,Peter Hastings,88.0,0.0,3000.0,16988996.0,Haley Joel Osment,The Country Bears,1.0,animal in title|bear|box office flop|disney|satire,English,G,35000000.0,2002.0,4.0,422,Comedy
2232,Marc Forster,128.0,395.0,283.0,15797907.0,Mustafa Haidari,The Kite Runner,0.0,afghanistan|based on novel|boy|friend|kite,Dari,PG-13,20000000.0,2007.0,7.6,0,Drama
2233,Alejandro G. Iñárritu,124.0,0.0,6000.0,16248701.0,Naomi Watts,21 Grams,0.0,accident|faith|love|mathematician|nonlinear timeline,English,R,20000000.0,2003.0,7.7,0,Drama
2234,Paul Abascal,84.0,2.0,787.0,15712072.0,Cole Hauser,Paparazzi,0.0,actor|coma|movie star|paparazzi|revenge,English,PG-13,20000000.0,2004.0,5.8,269,Action
2235,Chris Koch,101.0,13.0,651.0,15408822.0,Thomas Lennon,A Guy Thing,3.0,bachelor party|climbing a tree|taxi|toilet|wedding,English,PG-13,20000000.0,2003.0,5.6,401,Comedy
2236,Amy Heckerling,98.0,143.0,302.0,15464026.0,Andy Dick,Loser,2.0,college|loser|love|new york city|overdose,English,PG-13,20000000.0,2000.0,5.3,1000,Comedy
2237,Michael Moore,105.0,909.0,1000.0,14359793.0,Ronald Reagan,Capitalism: A Love Story,0.0,capitalism|critique of capitalism|investment bank|market economy|plutocracy,English,R,,2009.0,7.4,10000,Crime
2238,George Stevens,225.0,126.0,940.0,8000000.0,Martin Landau,The Greatest Story Ever Told,6.0,70mm film|biblical epic|faith|jewish|king herod,English,G,20000000.0,1965.0,6.6,1000,Biography
2239,Billy Ray,111.0,53.0,8000.0,,Julia Roberts,Secret in Their Eyes,0.0,digging a grave|grave digging|investigator|police|secret,English,PG-13,19500000.0,2015.0,6.2,0,Crime
2240,Jason Friedberg,88.0,82.0,869.0,14174654.0,Carmen Electra,Disaster Movie,0.0,disaster|glass|mousetrap|natural disaster|scatological humor,English,PG-13,25000000.0,2008.0,1.9,0,Comedy
2241,Nimród Antal,88.0,190.0,137000.0,15988876.0,Andrew Fiscella,Armored,6.0,armored truck|blood splatter|die hard scenario|guard|heist,English,PG-13,27000000.0,2009.0,5.7,0,Action
2242,Jon Amiel,94.0,36.0,13000.0,13801755.0,Bill Murray,The Man Who Knew Too Little,1.0,assassin|bomb|dominatrix|mistaken identity|spy,English,PG,20000000.0,1997.0,6.6,0,Action
2243,Mark Mylod,117.0,20.0,11000.0,13987482.0,Chris Evans,What's Your Number?,1.0,ex boyfriend|morning after|prince charming|quarrel|womanizer,English,R,20000000.0,2011.0,6.0,0,Comedy
2244,James Mather,95.0,4.0,788.0,14291570.0,Joseph Gilgun,Lockout,2.0,bodyguard|maximum security prison|outer space|president|prison,English,PG-13,20000000.0,2012.0,6.1,10000,Action
2245,Barry Levinson,99.0,272.0,1000.0,12181484.0,Amy Poehler,Envy,1.0,best friend|dog|envy|jealousy|neighbor,English,PG-13,40000000.0,2004.0,4.8,713,Comedy
2246,Mark Neveldine,96.0,83.0,26000.0,13630226.0,Jason Statham,Crank: High Voltage,0.0,artificial heart|heart|horse penis|prostitute|stripper,English,R,20000000.0,2009.0,6.2,0,Action
2247,Woody Allen,98.0,11000.0,1000.0,13383737.0,Jim Broadbent,Bullets Over Broadway,4.0,actress|bodyguard|new york city|play|playwright,English,R,20000000.0,1994.0,7.5,979,Comedy
2248,Michael O. Sajbel,123.0,6.0,541.0,13391174.0,James Callis,One Night with the King,0.0,biblical|book of esther|esther|persia|treachery,English,PG,20000000.0,2006.0,6.3,0,Biography
2249,Phillip Noyce,101.0,176.0,3000.0,12987647.0,Brendan Fraser,The Quiet American,2.0,american|french|saigon|vietnam|vietnamese,English,R,30000000.0,2002.0,7.1,983,Drama
2250,Gore Verbinski,102.0,563.0,12000.0,12469811.0,Nicolas Cage,The Weather Man,1.0,corndog|failure|funeral in the rain|new york city|weatherman,English,R,22000000.0,2005.0,6.6,0,Comedy
2251,Walter Hill,94.0,394.0,922.0,12398628.0,Fisher Stevens,Undisputed,2.0,boxing|fight|heavyweight champion|iceman|prison,English,R,20000000.0,2002.0,6.1,977,Action
2252,David Koepp,102.0,192.0,346.0,13214030.0,Aasif Mandvi,Ghost Town,3.0,bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose,English,PG-13,20000000.0,2008.0,6.7,0,Comedy
2253,Renny Harlin,108.0,212.0,969.0,12232937.0,Taylor Cole,12 Rounds,1.0,2000s|detective|sadist|terrorism|terrorist,English,PG-13,22000000.0,2009.0,5.6,0,Action
2254,Matt Reeves,116.0,198.0,17000.0,12134420.0,Chloë Grace Moretz,Let Me In,0.0,blood|boy|night|school|vampire,English,R,20000000.0,2010.0,7.2,25000,Drama
2255,Charles T. Kanganis,93.0,18.0,400.0,11784000.0,Victor Wong,3 Ninjas Kick Back,0.0,1990s|dagger|japan|mousetrap|stick fight,English,PG,20000000.0,1994.0,4.3,444,Action
2256,Michel Gondry,102.0,1000.0,734.0,11169531.0,Quinton Aaron,Be Kind Rewind,2.0,friend|power plant|sabotage|store clerk|video store,English,PG-13,20000000.0,2008.0,6.4,0,Comedy
2257,Stephen Frears,103.0,350.0,5000.0,11034436.0,Bob Hoskins,Mrs Henderson Presents,1.0,anti semitism|breasts|chamberlain|friend|theatre,English,R,20000000.0,2005.0,7.1,0,Comedy
2258,John Hillcoat,115.0,214.0,14000.0,12626905.0,Kate Winslet,Triple 9,3.0,betrayal|corrupt cop|heist|murder of a police officer|police detective,English,R,20000000.0,2016.0,6.3,0,Action
2259,Woody Allen,96.0,11000.0,11000.0,10569071.0,Woody Allen,Deconstructing Harry,2.0,marriage|novelist|panties pulled down|writer's block|writing,English,R,20000000.0,1997.0,7.4,0,Comedy
2260,Damon Santostefano,98.0,4.0,2000.0,10544143.0,Matthew Perry,Three to Tango,2.0,architect|award|farce|love|misunderstanding,English,PG-13,20000000.0,1999.0,6.1,311,Comedy
2261,John Wells,101.0,53.0,14000.0,13650738.0,Bradley Cooper,Burnt,1.0,chef|gay kiss|michelin star|restaurant|violent behavior,English,R,20000000.0,2015.0,6.6,25000,Comedy
2262,Neil Jordan,106.0,277.0,22000.0,10555348.0,Robert De Niro,We're No Angels,0.0,con|convict|escape|police|priest,English,PG-13,20000000.0,1989.0,6.0,855,Comedy
2263,Woody Allen,101.0,11000.0,1000.0,9714482.0,Natasha Lyonne,Everyone Says I Love You,0.0,engagement|grandfather|liberal|maid|song,English,R,20000000.0,1996.0,6.8,0,Comedy
2264,James Wan,111.0,0.0,856.0,9525276.0,Aisha Tyler,Death Sentence,0.0,blood|death|gang|murder|revenge,English,R,20000000.0,2007.0,6.8,0,Action
2265,Kirk Jones,99.0,52.0,22000.0,8855646.0,Robert De Niro,Everybody's Fine,1.0,bus trip|parental love|retirement|surprise visit|train ride,English,PG-13,21000000.0,2009.0,7.2,10000,Adventure
2266,Bob Clark,88.0,84.0,650.0,9109322.0,Scott Baio,Superbabies: Baby Geniuses 2,3.0,computer|good versus evil|mind control|science experiment|sequel,English,PG,20000000.0,2004.0,1.9,0,Comedy
2267,Les Mayfield,83.0,10.0,688.0,8326035.0,Miguel Ferrer,The Man,2.0,buddy comedy|criminal|gun smuggling|mistaken identity|salesman,English,PG-13,33000000.0,2005.0,5.5,676,Action
2268,Les Mayfield,91.0,10.0,716.0,8104069.0,Callum Rennie,Code Name: The Cleaner,3.0,comic violence|hand to hand combat|kung fu|talking to self in mirror|violence,English,PG-13,20000000.0,2007.0,4.5,233,Action
2269,Michael Lembeck,108.0,54.0,786.0,8054280.0,Debbie Reynolds,Connie and Carla,3.0,box office flop|drag queen|gender disguise|mafia|witness,English,PG-13,20000000.0,2004.0,6.3,924,Comedy
2270,Bob Fosse,154.0,189.0,683.0,,Sammy Davis Jr.,Sweet Charity,0.0,charity|dancer|foreign language adaptation|hope|taxi dancer,English,G,20000000.0,1969.0,7.0,548,Comedy
2271,Paul Thomas Anderson,148.0,0.0,204.0,8093318.0,Martin Dew,Inherent Vice,0.0,1960s|based on novel|ex boyfriend ex girlfriend relationship|southern california|voice over narration,English,R,20000000.0,2014.0,6.7,18000,Comedy
2272,Dave Borthwick,77.0,3.0,787.0,7382993.0,Jimmy Fallon,Doogal,0.0,diamond|lava|magic|mountain|sorcerer,English,G,20000000.0,2006.0,2.8,346,Adventure
2273,Benson Lee,110.0,9.0,997.0,8888355.0,Chris Brown,Battle of the Year,19.0,3 dimensional|box office flop|critically bashed|dancing,English,PG-13,20000000.0,2013.0,5.0,0,Drama
2274,,42.0,,1000.0,,LeVar Burton,Perception,1.0,,English,TV-14,,,7.5,0,Crime
2275,David Zucker,83.0,119.0,885.0,7001720.0,Chriss Anglin,An American Carol,2.0,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,English,PG-13,12000000.0,2008.0,4.3,797,Comedy
2276,Robert Rodriguez,107.0,0.0,2000.0,7268659.0,Alexa PenaVega,Machete Kills,7.0,arms dealer|battle|bomb|machete|missile,English,R,20000000.0,2013.0,5.6,48000,Action
2277,Glen Morgan,100.0,17.0,669.0,6852144.0,Laura Harring,Willard,0.0,at work|rat|revenge|vermin|work,English,PG-13,22000000.0,2003.0,6.2,0,Drama
2278,Fred Wolf,87.0,29.0,1000.0,6563357.0,Kevin Alejandro,Strange Wilderness,4.0,bigfoot|critically bashed|ecuador|friend|tv show,English,R,20000000.0,2008.0,5.3,847,Adventure
2279,Mike Leigh,154.0,608.0,1000.0,6201757.0,Jim Broadbent,Topsy-Turvy,1.0,19th century|exhibition|gilbert and sullivan|gilbert and sullivan's princess ida|japanese,English,R,10000000.0,1999.0,7.4,608,Biography
2280,Alejandro Monteverde,106.0,38.0,1000.0,6420319.0,Tom Wilkinson,Little Boy,0.0,,English,PG-13,20000000.0,2015.0,7.4,15000,Drama
2281,David Cronenberg,99.0,0.0,13000.0,5702083.0,Michael Fassbender,A Dangerous Method,3.0,carl jung|patient|psychoanalysis|russian|sigmund freud,English,R,15000000.0,2011.0,6.5,36000,Biography
2282,Richard Linklater,100.0,0.0,21000.0,5480996.0,Robert Downey Jr.,A Scanner Darkly,0.0,detective|drugs|substance d|undercover|undercover cop,English,R,8700000.0,2006.0,7.1,0,Animation
2283,Michael Apted,116.0,150.0,18000.0,6002756.0,Gerard Butler,Chasing Mavericks,2.0,box office flop|no opening credits|surfing|two word title|year 1987,English,PG,20000000.0,2012.0,7.2,13000,Biography
2284,Uwe Boll,94.0,892.0,310.0,5132655.0,Catherine Lough Haggquist,Alone in the Dark,0.0,artifact|creature|darkness|demon|museum,English,R,20000000.0,2005.0,2.3,1000,Horror
2285,Todd Graff,111.0,650.0,690.0,5205343.0,Scott Porter,Bandslam,3.0,battle of the bands|high school|rock 'n' roll|school|teenager,English,PG,20000000.0,2009.0,6.4,1000,Comedy
2286,Jonathan Glazer,100.0,143.0,829.0,5005883.0,Cameron Bright,Birth,1.0,birthday|boy|dead husband|death|widow,English,R,20000000.0,2004.0,6.1,0,Drama
2287,J.C. Chandor,125.0,78.0,1000.0,5749134.0,David Oyelowo,A Most Violent Year,0.0,american dream|immigrant|new york city|oil|violence,English,R,20000000.0,2014.0,7.0,0,Action
2288,Paul Gross,114.0,329.0,1000.0,,Landon Liboiron,Passchendaele,0.0,battle|canadian armed forces|canadian soldier|directed by star|veteran,English,R,20000000.0,2008.0,6.5,971,Drama
2289,Marc Abraham,119.0,18.0,20.0,4234040.0,Dylan Authors,Flash of Genius,0.0,flash of genius|genius|intellectual property|professor|university,English,PG-13,20000000.0,2008.0,7.0,0,Biography
2290,Todd Haynes,135.0,162.0,23000.0,4001121.0,Christian Bale,I'm Not There.,0.0,1960s|actor|horseback riding|reporter|riding the rails,English,R,20000000.0,2007.0,7.0,0,Biography
2291,Mabrouk El Mechri,93.0,19.0,15000.0,3749061.0,Henry Cavill,The Cold Light of Day,3.0,driving a car down stairs|duct tape gag|held captive|murder of a police officer|sailing,English,PG-13,20000000.0,2012.0,4.9,0,Action
2292,Rian Johnson,114.0,0.0,975.0,3519627.0,Zachary Gordon,The Brothers Bloom,4.0,con man|eccentric|heiress|love|revenge,English,PG-13,20000000.0,2008.0,6.9,0,Adventure
2293,Charlie Kaufman,124.0,0.0,22000.0,3081925.0,Philip Seymour Hoffman,"Synecdoche, New York",0.0,actress|director|play|theatre director|warehouse,English,R,21000000.0,2008.0,7.5,13000,Comedy
2294,Hayao Miyazaki,134.0,6000.0,893.0,2298191.0,Minnie Driver,Princess Mononoke,0.0,anime|cult film|forest|princess|studio ghibli,Japanese,PG-13,2400000000.0,1997.0,8.4,11000,Adventure
2295,Jean-Paul Rappeneau,114.0,22.0,572.0,2353728.0,Isabelle Adjani,Bon voyage,5.0,actress|bordeaux|german|heavy water|nazi,French,PG-13,20000000.0,2003.0,6.9,235,Comedy
2296,Nancy Walker,124.0,42.0,801.0,2000000.0,Steve Guttenberg,Can't Stop the Music,0.0,male frontal nudity|male full frontal nudity|male nudity|male rear nudity|new york city,English,PG,20000000.0,1980.0,4.5,1000,Biography
2297,John Hillcoat,104.0,214.0,1000.0,1900725.0,Ray Winstone,The Proposition,1.0,aborigine|foreboding|gang|hideout|outlaw,English,R,2000000.0,2005.0,7.4,0,Crime
2298,Angelo Pizzo,118.0,14.0,2000.0,2246000.0,Donny Boaz,Courage,4.0,coach|football|football movie|football team|high school sweethearts,English,PG,20000000.0,2015.0,7.0,0,Biography
2299,Richard Benjamin,80.0,121.0,836.0,1646664.0,Damon Wayans,Marci X,2.0,female protagonist|hip hop|jewish american princess|rapper|record label,English,R,20000000.0,2003.0,2.8,241,Comedy
2300,Kurt Wimmer,107.0,110.0,23000.0,1190018.0,Christian Bale,Equilibrium,2.0,cleric|dystopia|fascist|law|neo noir,English,R,20000000.0,2002.0,7.5,20000,Action
2301,Roger Spottiswoode,125.0,55.0,991.0,1027749.0,Radha Mitchell,The Children of Huang Shi,4.0,british|communist|journalist|nurse|orphan,English,R,40000000.0,2008.0,7.1,1000,Drama
2302,James Gray,115.0,115.0,9000.0,882710.0,Charlize Theron,The Yards,2.0,best friend|corruption|fall to death|female nudity|friend,English,R,24000000.0,2000.0,6.4,401,Crime
2303,Matthew Diamond,88.0,12.0,979.0,1064277.0,Chazz Palminteri,The Oogieloves in the Big Balloon Adventure,0.0,balloon|birthday|box office flop|critically bashed,English,G,20000000.0,2012.0,6.7,831,Adventure
2304,Angelina Jolie Pitt,122.0,11000.0,11000.0,531009.0,Brad Pitt,By the Sea,0.0,cheating wife|cigarette smoking|male in shower|male nudity|male rear nudity,English,R,10000000.0,2015.0,5.3,0,Drama
2305,Katsuhiro Ôtomo,103.0,78.0,488.0,410388.0,William Hootkins,Steamboy,1.0,19th century|ball|boy|inventor|steam,Japanese,PG-13,2127519898.0,2004.0,6.9,973,Action
2306,David Anspaugh,101.0,25.0,18000.0,375474.0,Gerard Butler,The Game of Their Lives,0.0,1950s|brazil|soccer|soccer movie|world cup,English,PG,20000000.0,2005.0,6.2,445,Drama
2307,Andrew Jarecki,101.0,46.0,33000.0,578382.0,Ryan Gosling,All Good Things,2.0,family business|friend|murder|new york city|trial,English,R,,2010.0,6.3,0,Crime
2308,Kevin Reynolds,107.0,58.0,699.0,305070.0,Esai Morales,Rapa Nui,1.0,easter island|location in title|statue|topless female nudity|two word title,English,R,20000000.0,1994.0,6.4,399,Action
2309,Stephen Chow,86.0,0.0,46.0,206678.0,Jiao Xu,CJ7,1.0,father son relationship|miracle|school|ufo|written and directed by cast member,Cantonese,PG,,2008.0,6.5,1000,Comedy
2310,Jean-Marie Poiré,118.0,8.0,106.0,146072.0,Christian Clavier,Les couloirs du temps: Les visiteurs II,0.0,jewel|knight|magical potion|sequel|time travel comedy,French,,140000000.0,1998.0,6.0,136,Comedy
2311,Kevin Munroe,107.0,14.0,403.0,1183354.0,Marco St. John,Dylan Dog: Dead of Night,1.0,close up of eyes|monster|quirkiness|supernatural|vomiting,English,PG-13,20000000.0,2010.0,5.1,0,Action
2312,Daniel Algrant,100.0,3.0,14000.0,121972.0,Al Pacino,People I Know,3.0,actor|client|new york|protection|scandal,English,R,22000000.0,2002.0,5.5,217,Crime
2313,,30.0,,310.0,,Peter Vaughan,The Doombolt Chase,4.0,,English,,,,7.2,0,Drama
2314,Julie Taymor,110.0,278.0,3000.0,263365.0,Djimon Hounsou,The Tempest,2.0,banishment|sorcery|spirit|staff|storm at sea,English,PG-13,20000000.0,2010.0,5.4,0,Comedy
2315,Alejandro Amenábar,106.0,448.0,9000.0,54734.0,Emma Watson,Regression,1.0,inspired by true events|memory|minnesota|police|year 1990,English,R,,2015.0,5.7,0,Crime
2316,Jane Clark,7.0,23.0,344.0,,Necar Zadegan,The Touch,0.0,lesbian|paris france|period piece|poem|poetess,English,,13000.0,2007.0,5.2,30,Romance
2317,Daniel Lee,102.0,10.0,483.0,,Andy Lau,Three Kingdoms: Resurrection of the Dragon,3.0,art of war|china|civil war|female warrior|musician,Mandarin,R,25000000.0,2008.0,6.2,314,Action
2318,Mike Barker,98.0,5.0,18000.0,,Gerard Butler,Shattered,1.0,daughter|gun|nanny|sociopath|suburb,English,R,20000000.0,2007.0,6.7,0,Crime
2319,Wayne Thornley,83.0,0.0,12000.0,,Leonard Nimoy,Zambezia,0.0,bird|city name in title|falcon|one word title|place name in title,English,G,20000000.0,2012.0,5.8,1000,Adventure
2320,Gnana Rajasekaran,153.0,0.0,109.0,,Mani Bharathi,Ramanujan,0.0,ramanujan,English,,,2014.0,7.0,58,Biography
2321,Tom Walsh,98.0,2.0,729.0,,Joey D. Vieira,Dwegons and Leprechauns,4.0,dwegons,English,PG,20000000.0,2014.0,4.8,70,Animation
2322,Jonathan Jakubowicz,105.0,23.0,22000.0,,Robert De Niro,Hands of Stone,0.0,boxer|boxing|three word title,English,R,20000000.0,2016.0,7.2,0,Action
2323,James McTeigue,96.0,160.0,14000.0,,Milla Jovovich,Survivor,2.0,cigarette lighter|death|fire|on the run|terrorist,English,PG-13,20000000.0,2015.0,5.6,0,Action
2324,Scott Walker,105.0,17.0,12000.0,,Nicolas Cage,The Frozen Ground,3.0,anchorage alaska|based on true story|pole dancer|serial killer|strip club,English,R,27220000.0,2013.0,6.4,11000,Crime
2325,John Curran,125.0,43.0,2000.0,8047690.0,Toby Jones,The Painted Veil,0.0,china|cholera|epidemic|love|marriage,Mandarin,PG-13,19400000.0,2006.0,7.5,0,Drama
2326,Uli Edel,184.0,34.0,486.0,476270.0,Moritz Bleibtreu,The Baader Meinhof Complex,2.0,bonn germany|failed kidnapping|handcuffs|projectile|terrorist,German,R,20000000.0,2008.0,7.4,0,Action
2327,Kevin Costner,236.0,0.0,933.0,184208848.0,Mary McDonnell,Dances with Wolves,1.0,friendship|frontier|honor|outpost|soldier,English,PG-13,22000000.0,1990.0,8.0,0,Adventure
2328,Jake Kasdan,97.0,52.0,3000.0,100292856.0,Justin Timberlake,Bad Teacher,0.0,boob job|breast enlargement|breast surgery|cheating on a test|ejaculation,English,R,20000000.0,2011.0,5.7,16000,Comedy
2329,Harold Becker,113.0,17.0,14000.0,58571513.0,Al Pacino,Sea of Love,1.0,detective|love|single|suspect|title from song,English,R,19000000.0,1989.0,6.8,0,Crime
2330,Mark Rosman,95.0,15.0,1000.0,51431160.0,Dan Byrd,A Cinderella Story,2.0,cinderella story|correspondence|evil step mother|female protagonist|teenage girl,English,PG,20000000.0,2004.0,5.9,0,Comedy
2331,Wes Craven,103.0,0.0,611.0,103001286.0,David Arquette,Scream,0.0,mask|mystery killer|slasher|teenage girl|telephone,English,R,15000000.0,1996.0,7.2,11000,Horror
2332,Steve Beck,91.0,17.0,1000.0,41867960.0,Shannon Elizabeth,Thir13en Ghosts,0.0,collector|ghost|ghost hunter|glass house|machine,English,R,20000000.0,2001.0,5.5,0,Horror
2333,Stanley Kubrick,146.0,0.0,888.0,,Scatman Crothers,The Shining,0.0,breaking down a door|haunted hotel|identical twins|labyrinth|twin sisters,English,R,19000000.0,1980.0,8.4,37000,Drama
2334,Robert Zemeckis,116.0,0.0,1000.0,210609762.0,Lea Thompson,Back to the Future,0.0,clock tower|delorean|future|time travel|time travel comedy,English,PG,19000000.0,1985.0,8.5,39000,Adventure
2335,William Malone,93.0,37.0,885.0,40846082.0,Jeffrey Combs,House on Haunted Hill,0.0,billionaire|corpse|eccentric|haunted hospital|haunted house,English,R,19000000.0,1999.0,5.6,0,Horror
2336,Tyler Perry,113.0,0.0,607.0,51697449.0,Eric Mendenhall,I Can Do Bad All by Myself,6.0,aunt|immigrant|looting|love|nightclub singer,English,PG-13,13000000.0,2009.0,4.1,1000,Comedy
2337,Rob Hawk,90.0,97.0,731.0,,Kari J. Kramer,Fight Valley,4.0,,English,,27000000.0,2016.0,5.0,1000,Action
2338,Josh Gordon,101.0,8.0,544.0,27758465.0,Caroline Dhavernas,The Switch,2.0,artificial insemination|best friend|new york city|sperm|sperm donor,English,PG-13,19000000.0,2010.0,6.1,0,Comedy
2339,Shawn Levy,95.0,189.0,500.0,56127162.0,Taran Killam,Just Married,2.0,fall|honeymoon|love|marriage|newlywed,English,PG-13,18000000.0,2003.0,5.4,0,Comedy
2340,Lee Tamahori,109.0,93.0,31000.0,1357042.0,Mem Ferda,The Devil's Double,1.0,betrayal|debauchery|lust|palace|saddam hussein,English,R,15000000.0,2011.0,7.1,14000,Biography
2341,,43.0,,341.0,,Nicole 'Snooki' Polizzi,"Gone, Baby, Gone",1.0,lifestyle,English,TV-14,,,6.6,0,Comedy
2342,Britt Allcroft,85.0,2.0,1000.0,15911333.0,Mara Wilson,Thomas and the Magic Railroad,1.0,locomotive|magic|mountain|railroad|steam locomotive,English,G,19000000.0,2000.0,3.6,663,Adventure
2343,Breck Eisner,101.0,42.0,991.0,39103378.0,Radha Mitchell,The Crazies,0.0,deputy|iowa|rural setting|sheriff|survival,English,R,20000000.0,2010.0,6.5,0,Horror
2344,Hayao Miyazaki,125.0,6000.0,17.0,10049886.0,Bunta Sugawara,Spirited Away,0.0,anime|bathhouse|pig|spirit|work,Japanese,PG,19000000.0,2001.0,8.6,28000,Adventure
2345,Alan Yuen,118.0,0.0,483.0,,Andy Lau,Firestorm,1.0,die hard scenario|gunfight|hong kong police|police escort attacked|shootout,Mandarin,,,2013.0,6.2,332,Action
2346,Roger Donaldson,132.0,79.0,14000.0,8600000.0,Liam Neeson,The Bounty,2.0,lieutenant|lifeboat|mutiny|sailing ship|ship,English,PG,25000000.0,1984.0,7.0,1000,Action
2347,Brian Percival,131.0,33.0,876.0,21483154.0,Emily Watson,The Book Thief,1.0,basement|book|girl|library|track,English,PG-13,19000000.0,2013.0,7.6,53000,Drama
2348,Sean Anders,129.0,51.0,948.0,8396942.0,Katrina Bowden,Sex Drive,1.0,amish|friend|friendship|high school|virgin,English,R,19000000.0,2008.0,6.5,0,Adventure
2349,Anand Tucker,100.0,14.0,3000.0,12561.0,Adam Scott,Leap Year,2.0,ireland|irish|journey|tradition|travel,English,PG,19000000.0,2010.0,6.4,13000,Comedy
2350,Anthony Mann,172.0,75.0,617.0,,James Mason,The Fall of the Roman Empire,0.0,2nd century|emperor|european history|loosely based on historical events|roman empire,English,Approved,19000000.0,1964.0,6.7,560,Drama
2351,Michael Dowse,97.0,31.0,2000.0,6923891.0,Topher Grace,Take Me Home Tonight,4.0,friend|night|party|sex scene|sister,English,R,23000000.0,2011.0,6.3,0,Comedy
2352,Daniel Barnz,121.0,33.0,1000.0,5308553.0,Holly Hunter,Won't Back Down,2.0,children|inner city|parent|school|teacher,English,PG,,2012.0,6.4,0,Drama
2353,Emile Ardolino,92.0,22.0,2.0,2119994.0,Darci Kistler,The Nutcracker,0.0,christmas|lifting female in air|lifting male in air|lifting someone into the air|little girl,English,G,19000000.0,1993.0,5.7,238,Family
2354,Robert Altman,116.0,500.0,12000.0,1292527.0,Steve Buscemi,Kansas City,2.0,1930s|election|female frontal nudity|kansas city|politician,English,R,19000000.0,1996.0,6.3,228,Crime
2355,James Schamus,110.0,44.0,8000.0,560512.0,Logan Lerman,Indignation,0.0,based on novel,Hebrew,R,,2016.0,7.8,599,Drama
2356,Andrew Douglas,90.0,15.0,87000.0,64255243.0,Jimmy Bennett,The Amityville Horror,0.0,ghost|haunted house|murder|nightmare|priest,English,R,19000000.0,2005.0,6.0,0,Drama
2357,Spike Jonze,81.0,0.0,12000.0,22245861.0,Nicolas Cage,Adaptation.,0.0,book|orchid|screenwriter|thief|twin,English,R,19000000.0,2002.0,7.7,0,Comedy
2358,George A. Romero,97.0,0.0,654.0,20433940.0,Tony Nappo,Land of the Dead,8.0,apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse,English,R,15000000.0,2005.0,6.2,0,Horror
2359,Danny Pang,107.0,15.0,82.0,,Louis Koo,Out of Inferno,2.0,,Chinese,PG-13,,2013.0,5.7,124,Action
2360,Terry Gilliam,118.0,0.0,40000.0,10562387.0,Johnny Depp,Fear and Loathing in Las Vegas,0.0,american dream|convertible|drugs|journalist|lawyer,English,R,18500000.0,1998.0,7.7,15000,Adventure
2361,Ricky Gervais,100.0,0.0,3000.0,18439082.0,Jennifer Garner,The Invention of Lying,3.0,genetics|heaven|lie|screenwriter|truth,English,PG-13,18500000.0,2009.0,6.4,13000,Comedy
2362,Nicholas Stoller,97.0,89.0,920.0,150056505.0,Craig Roberts,Neighbors,3.0,broken leg|friendship|jewish|topless female nudity|urination,English,R,18000000.0,2014.0,6.4,21000,Comedy
2363,Chuck Russell,114.0,55.0,789.0,119938730.0,Peter Greene,The Mask,0.0,bank|bank clerk|gangster|loki|mask,English,PG-13,18000000.0,1994.0,6.9,0,Action
2364,Penny Marshall,130.0,545.0,15000.0,114968774.0,Tom Hanks,Big,1.0,friend|job|new york city|toy|wish,English,PG,18000000.0,1988.0,7.3,0,Comedy
2365,Larry Charles,82.0,119.0,332.0,128505958.0,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1.0,california|city|kazakhstan|travel|tv reporter,English,R,18000000.0,2006.0,7.3,0,Comedy
2366,Robert Luketic,96.0,126.0,2000.0,95001351.0,Linda Cardellini,Legally Blonde,1.0,blonde|harvard|law|law school|sorority,English,PG-13,18000000.0,2001.0,6.2,0,Comedy
2367,Leonard Nimoy,105.0,12000.0,12000.0,76400000.0,Leonard Nimoy,Star Trek III: The Search for Spock,1.0,dying planet|planet|regaining one's memory|sacrifice|stabbed to death,English,PG,17000000.0,1984.0,6.6,0,Action
2368,Scott Derrickson,122.0,301.0,1000.0,75072454.0,Tom Wilkinson,The Exorcism of Emily Rose,0.0,death|demonic possession|exorcism|lawyer|priest,English,PG-13,20000000.0,2005.0,6.7,0,Drama
